Arg. on a lion ramp. tail forked purp. crowned or a cross patty of the field.	Story.
Arg. on a lion ramp. purp. a cross patty or at the shoulder.	Story.
Arg. on a lion ramp. tail forked purp. a cross patty or at the shoulder.	M. Richard Story, S.
Arg. on a lion ramp. sa. a cross patty of the field at the breast.	Pownall, Pownall, co. Chester; a heiress, about 1328, m. Fitton; and its branch Pownall, Barnton, co. Chester; from which descended Thomas Pownall, Governor of New Jersey, ob. 1805; Sir George Pownall, ob. 1834; and Pownall, Liverpool.
Arg. on a lion ramp. sa. a cross patty of the field at the shoulder.	Newton, co. Somerset; and Sussex.
Arg. on a lion ramp. tail forked sa. armed gu. a cross patty of the field at the shoulder.	Newton, London; co. Somerset; Suffolk; Southover, Sussex; and co. Wilts.
Arg. on a lion ramp. sa. a cross patty or at the shoulder.	Newton, Newton, co. Chester.
Arg. on a lion ramp. tail forked sa. a cross croslet or at the shoulder.	Newton, Suffolk.
Arg. on a lion ramp. vert a cross potent .... at the shoulder.	Sherburne, Stonyhurst, co. Lancaster; Baronetcy 5 February 1685-6; extinct 1717.
Az. on a lion ramp. arg. a cross croslet gu.	Brun.
Az. flory arg. on a lion ramp. of the last a cross patty gu. at the shoulder.	Syr Otes Holland, Q.
Az. on a lion ramp. or crowned arg. a cross croslet sa. at the shoulder.	Darell, co. Wilts, V.
Az. semy of crosses croslet or on a lion ramp. ducally crowned of the last a cross croslet sa. at the shoulder.	Brewes.
Gu. on a lion ramp. arg. a cross croslet of the field at the shoulder.	Salisbury.
Or on a lion ramp. sa. a cross patty arg. at the shoulder.	Thomas Pownall, Wrexham, co. Salop, 1643; ob. 1695; and his descendants, until 1819, when a chief wavy az. charged with a dolphin naiant or betw. two crescents arg. was added in memory of John Fish, Kempton Park, Middlesex.
Vert on a lion ramp. arg. a cross patty gu. at the shoulder.	Love, co. Oxford; Norton and Goudhurst, co. Hants.
Vert on a lion ramp. guard. or a cross formy gu. at the shoulder.	Love, Agnow, co. Northampton.
Az. a lion ramp. arg. semy of crosses croslet fitchy gu.	Browne, W.
Per fess gu. and sa. a lion ramp. arg. semy of crosses croslet of the first.	Lodge, Leeds, co. York.
Sa. a lion rmap. arg. powdered with crosses croslet of the field.	Holmes, co. York.
Or on a lion ramp. sa. three escallops arg.	Barnaby, co. Salop.
Or a lion ramp. sa. hung about with escallop shells arg.	Barnby, Barnby and Midhope, co. York; the coheirs m. Allott and Bowden.
Or a lion ramp. sa. armed and langued gu. powdered with escallops arg.	Barneby, Barneby Hall in Cowthorne, co. York.
Per pale az. and gu. on a lion ramp. arg. an escarbuncle of the second at the shoulder.	Halton, Bristol.
Gu. a lion ramp. erm. gorged with a collar gemel az. therefrom pendent an escucheon of the last charged with a mullet arg.	Pownall, Liverpool; and Pownall, co. Chester; derived from the Barnton branch of Pownall, Pownall.
Or on a lion ramp. sa. an antiue escucheon or charged with a cross patty gu.	Pownall.
Arg. on a lion pass. guard. gu. crowned or a star of the first at the breast.	Ogilby, Inchmartine, Scotland.
Arg. crusily fitchy gu. on a lion ramp. of the second armed and langued or an estoile .... at the shoulder.	Brett.
Az. on a lion ramp. arg. crowned or a star of the first at the shoulder.	M'Dowall or M'Dougal, M'Kerston, Scotland.
Erm. on a lion ramp. sa. an estoile or at the shoulder.	Blaquiere, Baron de Blaquiere.
Or on a lion ramp. gu. a fess of the field.	Barby, Ireland.
Or on a lion ramp. vair a fess gu.	Monsire Richard le Jen, Y.
Vert on a lion ramp. or a fess gu.	Richard de Fen, Y.
Arg. on a lion ramp. sa. a dolphin of the field at the shoulder.	Ellis.
Arg. on a lion ramp. sa. a dolphin or at the shoulder.	Mompesson, Norfolk.
Arg. on a lion ramp. sa. a dolphin embowed naiant or at the shoulder.	Sr. Ellis de Montpinson or Mountpinzon, Norfolk, temp. Edward III, V. Mountpinzo, V*.
Arg. on a demi-lion ramp. sa. a fleur-de-lis or at the shoulder.	Mervyn, Trellick Castle, co. Tyrone; descended from Mervyn, Pertwood, and Fonthill Giffard, co. Wilts.
Arg. on a demi-lion ramp. gu. a fleur-de-lis gu. at the shoulder.	Mervyn, W.
Arg. on a lion ramp. az. a fleur-de-lis gu. at the shoulder.	Geravaise de Clifton, Y.
Arg. on a lion ramp. az. a fleur-de-lis gold at the shoulder.	Bavent, V.
Arg. on a lion ramp. sa. crowned or a fleur-de-lis of the first at the shoulder.	Morley.
Arg. on a lion ramp. sa. a fleur-de-lis or at the shoulder.	Sir Philip Berington, L. Monsire .... Walkfayre, Y. Warrington or Warmynton.
Arg. on a lion ramp. tail forked sa. a fleur-de-lis or at the shoulder.	Berington, co. Leicester. Sir Philip Barrington or de Carrington, L, 94. Sire Felip de Baringtone, N.
Arg. on a lion ramp. tail forked and nowed sa. a fleur-de-lis or at the shoulder.	Sr. Philippp Barington, co. Leicester, temp. Edward III, V. Sr. Thomas Barinton, temp. Edward II, V.
Arg. on a lion ramp. double tailed sa. a fleur-de-lis or at the shoulder.	Barrington, V*.
Az. crusily or on a lion ramp. of the last a fleur-de-lis gu. at the shoulder.	Breuse. Sire Giles de Breouse, N.
Az. on a lion ramp. arg. a fleur-de-lis gu. at the shoulder.	Monsire Jerves de Clifton, Y.
