Az. a lion ramp. gu.	M'Donald, Bowie, Scotland; quartering az. a dexter hand couped fesswise holding a cross croslet fitchy arg., with or a galley oars in saltire sa., and per fess wavy arg. and vert in base a fish naiant of the first, all within a bordure quarterly gu. and arg.
Arg. a lion ramp. in bend sinister gu:	Vivian.
Arg. a lion ramp. gu. facing the sinister side.	Vivian, Cornwall, V. Vinyan, Cornwall, V.
Arg. a lion ramp. gu. on a mount in base vert.	Vivian, Cornwall.
Arg. on a mount in base vert a lion pass. gu. in front of a tree of the second.	Winton, Scotland.
Arg. a lion ramp. gu. over all on a bar sa. three crosses croslet fitchy of the field.	Colbrooke, co. Devon.
Arg. a lion ramp. gu. over all a bendlet of the first.	Sir Richard Egbaston, V. Oswalstre, V.
Arg. a lion ramp. gu. debruised with a baton of the first.	Edgebaston.
Arg. a lion ramp. gu. over all a bend az.	Ashelson. Edgebaston, co. Leicester. Eschelaston.
Arg. a lion ramp. gu. depressed by a bendlet az.	Edgebarston Eggbarston or Eggebaston, quartered through De Boudon by D'Oyley.
Arg. a lion ramp. gu. debruised with a bend compony az. and or.	Sharington or Schevington, V. Sherington, Shripling, co. Norfolk.
Arg. a lion ramp. gu. over all a bendlet (a bend V*) compony of the second and or.	Lusyon, V.
Arg. a lion ramp. gu. over all a bendlet compony or and az.	Lunin, co. Lincoln; and co. Oxford. Lukin, Dunmow, Essex. Lukin, Hythe, Kent.
Arg. a lion ramp. gu. over all a dexter-baston compony or and az.	Piers Lucien, Y. M. de Lucion, Y.
Arg. a lion ramp. gu. over all a bend compony or and of the second.	Lucion. Lusion, V*.
Arg. a lion ramp. gu. over all a bend raguly or.	Steward, Norfolk, V*. Steward, co. Cambridge; Stantney, Isle of Ely; Gestwait, Heseldon, and swardeston, Norfolk; and Suffolk; granted 10 March 1586.
Arg. a lion ramp. gu. over all a bendlet raguly or.	Steward, Norfolk, V.
Arg. a lion ramp. gu. over all a bend sa.	Branche, V*. Everingham.
Arg. a lion ramp. gu. over all a bendlet sa.	John Branche, Norfolk, V. Fleete, Kent. Fleets.
Arg. a lion ramp. gu. over all a ribbon sa.	Abernethy.
Arg. a lion ramp. gu. over all on a bend of the second three crosses croslet fitchy of the first.	Watton.
Arg. a lion ramp. gu. on a bendlet of the last three crosses croslet fitchy of the first.	Watford.
Arg. a lion ramp. gu. over all on a bendlet of the first three crosses patty fitchy sa.	Gibbins, W.
Arg. a lion ramp. gu. over all on a bend or three crosses patty fitchy ....	Gibbens. Gibbines. Gibbings. Gibbins.
Arg. a lion ramp. gu. over all on a bend sa. three crosses croslet fitchy of the field.	Waddon, Plymouth. Walton, Addington, Kent. Watton, Adlington. Kent.
Arg. a lion ramp. gu. on a bend sa. three escallops of the first.	Spence, Brinsten, Scotland.
Arg. a lion ramp. gu. on a bend sa. three 5-foils arg.	Branche, V*.
Arg. a lion ramp. gu. over all on a bendlet sa. three pierced 5-foils arg.	Sir Philip Branche, Norfolk, V.
Arg. a lion ramp. gu. on a bend of the first three mullets sa.	Egbaston, V*. Oswalstre, V*.
Arg. a lion ramp. gu. over all on a bend sa. three mullets or.	Fleet or Flote. De Fleete, V*.
Arg. a lion ramp. gu. over all on a bendlet sa. three mullets or.	Sir Laurence de Fleete, co. Lincoln, V.
Arg. a lion ramp. gu. over all on a bend az. three bezants.	Bukenham or Bokenham, Norfolk.
Arg. a lion ramp. gu. over all a chevron az.	Harris, Ireland.
Arg. a lion ramp. gu. over all a chevron or.	Harres. Harries or Harris. Harris.
Arg. a lion ramp. gu. over all a fess or.	Rochfort, Wexford.
Arg. a lion ramp. gu. over all on a fess or three crosses patty fitchy sa.	Calbroke. Kilrington. Kirlington alias Colbroke, V.
Arg. a lion ramp. gu. on a fess sa. three crosses formy or.	Colbrooke.
Arg. a lion ramp. gu. a saltire sa.	Boatfield.
