Sa. a bend betw. six escallops or.	Thomas Folegambe, E. Foliambe, V*. Sr. Godfrey Foliambe, Walton, co. Derby, V. Foljambe, Walton, and Linacre Hall, co. Derby; Osberton, co. Nottingham; and Aldwarke, co. York. Foulion, co. Derby. Foulchampe or Foulgeham, co. Lincoln.
Sa. a bend betw. six escallops or within a bordure engr. gu.	Foliambe, Croxdon, co. Stafford.
Az. a bend per bend dancetty gu. and arg. betw. two escucheons or.	Crewse, co. Devon.
Arg. a bend vair betw. three escucheons sa. each charged with a pheon of the field a bordure engr. gu. bezanty.	Briggs, Halifax; and Bristwith Hall, Ripley, co. York.
Arg. a bend vert betw. three inescucheons gu.	Patmer, co. York.
Az. a sinister bend arg. betw. two stars of the last.	Barr, France.
Az. a bend sinister in chief to estoiles in like bend or in base the end and stock of an anchor gold issuant from waves of the sea ppr.	Shiffner, Combe Place, Sussex; Baronetey 16 December 1818.
Sa. a bend betw. three estoiles or.	Asterley or Asterly. Asterley or Esterley, East Newton and Willingham, co. Lincoln.
Arg. a bend betw. six estoiles gu.	Chipman, Bristol.
Az. a bend raguly betw. six estoiles or.	Payne, Midlow, St. Neot's co. Huntington.
Gu. a bend betw. six estoiles arg.	Hanford.
Gu. a bend arg. betw. six stars with as many points of the second.	Kenelworth.
Or a bend betw. six estoiles az.	Skegnes, Skegnes, co. Lincoln.
Sa. a bend betw. six estoiles or.	Astroby. Estby, co. Lincoln. Esteby, co. Lincoln, V.
Az. semy of estoiles and a bend or.	Persam.
Or a bend sa. betw. three pens gu.	Ridell.
Arg. a bend engre. az. betw. two fire-balls ppr.	Symonds, Pilsdon, co. Dorset; quartering per fess sa. and arg. a pale counterchanged on each piece of the first a 3-foil slipped of the second, being an augmentation granted 1587.
Arg. a bend engr. az. betw. two fire-balls sa.	Symonds, co. Gloucester.
Az. a bend raguly arg. betw. six fire-balls or flamed in cross ....	Symon, Cambridge, W.
Gu. a bend betw. two fishes embowed bendwise arg.	Martham, V.
Gu. a bend wavy betw. two fishes bendwise arg.	Marthem.
Sa. a bend betw. two barbels arg.	French.
.... a bend or betw. two dolphins embowed arg.	French, Cranfield, Essex.
Az. a bend engr. betw. two dolphins naiant arg.	Trench.
Az. a bend erm. betw. two dolphins embowed bendwise or.	Lenton, co. Buckingham; and Aldwinkle, co. Northampton; granted 21 March 1584.
Az. a bend betw. two dolphins or.	Frankland, co. York.
Az. a bend betw. two dolphins haurient embowed or.	Francklin, co. Devon.
Az. a bend betw. two dolphins embowed bendwise or.	Franklyn, Buckfaster, co. Devon, W.
Gu. a bend betw. two dolphins embowed bendwise arg.	French, Sussex, W. French, Stream, Sussex; sometimes with a label of three points az.
Gu. a bend nebuly betw. two dolphins embowed bendwise arg.	Seriant or Serjant, Kent, V.
Gu. a bend nebuly betw. two dolphins haurient arg.	Sariant, V*.
Gu. a bend wavy betw. two dolphins embowed bendwise arg.	Martham, V.
Gu. a bend nebuly arg. betw. two dolphins embowed or.	Sargant or Sergeant, Dynton, co. Buckingham.
Gu. a bend nebuly or betw. two dolphins arg.	Sargant Sargeaunt or Sergeant, Northumberland.
Sa. a bend betw. two dolphins embowed haurient arg.	French, co. Devon.
Sa. a bend wavy betw. two dolphins embowed naiant arg.	Tulse, Lord Mayor of London 1684.
Sa. a bend arg. betw. two dolphins embowed bendwise or.	French, Kent. French, W.
Sa. a bend arg. betw. two dolphins haurient embowed arg.	French, V*.
Sa. a bend arg. betw. two dolphins naiant or.	French 1730.
Az. a bend or betw. three fishes naiant arg.	Gornay, Calais. Gornaye.
Sa. a bendlet betw. three fishes haurient arg.	French, W.
Gu. a bend betw. three dolphins naiant or.	Frankland, co. York.
Gu. a bend wavy betw. three dolphins arg.	Martham.
Gu. a bend betw. three dolphins or.	Osborne.
Az. a bend engr. betw. six fishes haurient arg.	Coupir.
Az. a bend wavy arg. betw. two fleurs-de-lis erm.	Borough, Norham, co. Devon; and Kent. Burrowes, Kent, W.
Az. a bend wavy arg. betw. two fleurs-de-lis or.	Borough, Norham, co. Devon; and Kent.
Az. a bend or betw. two fleurs-de-lis arg.	Wragg.
Gu. a bend vair betw. two fleurs-de-lis arg.	Blois, Grundisburgh Hall, and Cockfield Hall, Suffolk; Baronetey 15 April 1686.
Gu. a bend vair betw. two fleurs-de-lis or.	Bliss. Isley.
Per fess arg. and gu. a bend betw. two fleurs-de-lis counterchanged.	Smith, Dorchester.
Quarterly gu. and sa. over all a bend betw. two fleurs de-lis arg.	Hexstall, co. Stafford, V.; and Hexstall, co. Warwick. Hextall, V.*
Quarterly gu. and sa. a bend .... betw. two fleurs-de-lis or.	Hepstall.
Sa. a bend vair betw. two fleurs-de-lis or.	Bloys, Ipswich, Suffolk.
Az. a bend wavy betw. three fleurs-de-lis erm.	Burrowes, V*.
Gu. a bend betw. three fleurs-de-lis arg.	Cantelow or Cantelo, co. Salop. Cantelo, co. Salop, V. Cantelupe or Cantelow. Hart, co. Devon; and Highgate, Middlesex. Hart, Yarnacombe, co. Devon; quartering Prowse. Hart, Scotland.
